Date,attention,attention_scaled
8/15/2017,22,0.22
8/16/2017,23,0.23
8/17/2017,20,0.2
8/18/2017,19,0.19
8/19/2017,15,0.15
8/20/2017,17,0.17
8/21/2017,22,0.22
8/22/2017,24,0.24
8/23/2017,21,0.21
8/24/2017,17,0.17
8/25/2017,19,0.19
8/26/2017,15,0.15
8/27/2017,15,0.15
8/28/2017,22,0.22
8/29/2017,32,0.32
8/30/2017,27,0.27
8/31/2017,29,0.29
9/1/2017,24,0.24
9/2/2017,23,0.23
9/3/2017,19,0.19
9/4/2017,30,0.3
9/5/2017,24,0.24
9/6/2017,23,0.23
9/7/2017,24,0.24
9/8/2017,22,0.22
9/9/2017,16,0.16
9/10/2017,18,0.18
9/11/2017,18,0.18
9/12/2017,22,0.22
9/13/2017,23,0.23
9/14/2017,20,0.2
9/15/2017,25,0.25
9/16/2017,21,0.21
9/17/2017,17,0.17
9/18/2017,26,0.26
9/19/2017,26,0.26
9/20/2017,23,0.23
9/21/2017,21,0.21
9/22/2017,23,0.23
9/23/2017,14,0.14
9/24/2017,18,0.18
9/25/2017,21,0.21
9/26/2017,23,0.23
9/27/2017,22,0.22
9/28/2017,20,0.2
9/29/2017,19,0.19
9/30/2017,13,0.13
10/1/2017,15,0.15
10/2/2017,21,0.21
10/3/2017,20,0.2
10/4/2017,17,0.17
10/5/2017,19,0.19
10/6/2017,19,0.19
10/7/2017,16,0.16
10/8/2017,12,0.12
10/9/2017,21,0.21
10/10/2017,19,0.19
10/11/2017,17,0.17
10/12/2017,22,0.22
10/13/2017,22,0.22
10/14/2017,20,0.2
10/15/2017,21,0.21
10/16/2017,23,0.23
10/17/2017,22,0.22
10/18/2017,21,0.21
10/19/2017,24,0.24
10/20/2017,21,0.21
10/21/2017,21,0.21
10/22/2017,18,0.18
10/23/2017,26,0.26
10/24/2017,24,0.24
10/25/2017,25,0.25
10/26/2017,22,0.22
10/27/2017,19,0.19
10/28/2017,15,0.15
10/29/2017,17,0.17
10/30/2017,19,0.19
10/31/2017,22,0.22
11/1/2017,25,0.25
11/2/2017,27,0.27
11/3/2017,23,0.23
11/4/2017,22,0.22
11/5/2017,22,0.22
11/6/2017,22,0.22
11/7/2017,22,0.22
11/8/2017,27,0.27
11/9/2017,25,0.25
11/10/2017,21,0.21
11/11/2017,17,0.17
11/12/2017,20,0.2
11/13/2017,24,0.24
11/14/2017,26,0.26
11/15/2017,27,0.27
11/16/2017,25,0.25
11/17/2017,22,0.22
11/18/2017,19,0.19
11/19/2017,24,0.24
11/20/2017,28,0.28
11/21/2017,28,0.28
11/22/2017,28,0.28
11/23/2017,31,0.31
11/24/2017,36,0.36
11/25/2017,33,0.33
11/26/2017,33,0.33
11/27/2017,39,0.39
11/28/2017,37,0.37
11/29/2017,53,0.53
11/30/2017,41,0.41
12/1/2017,33,0.33
12/2/2017,24,0.24
12/3/2017,28,0.28
12/4/2017,38,0.38
12/5/2017,37,0.37
12/6/2017,44,0.44
12/7/2017,51,0.51
12/8/2017,50,0.5
12/9/2017,39,0.39
12/10/2017,38,0.38
12/11/2017,40,0.4
12/12/2017,60,0.6
12/13/2017,72,0.72
12/14/2017,61,0.61
12/15/2017,48,0.48
12/16/2017,45,0.45
12/17/2017,49,0.49
12/18/2017,49,0.49
12/19/2017,59,0.59
12/20/2017,55,0.55
12/21/2017,55,0.55
12/22/2017,61,0.61
12/23/2017,41,0.41
12/24/2017,35,0.35
12/25/2017,36,0.36
12/26/2017,41,0.41
12/27/2017,31,0.31
12/28/2017,44,0.44
12/29/2017,40,0.4
12/30/2017,43,0.43
12/31/2017,45,0.45
1/1/2018,39,0.39
1/2/2018,53,0.53
1/3/2018,60,0.6
1/4/2018,79,0.79
1/5/2018,75,0.75
1/6/2018,58,0.58
1/7/2018,60,0.6
1/8/2018,75,0.75
1/9/2018,71,0.71
1/10/2018,90,0.9
1/11/2018,71,0.71
1/12/2018,54,0.54
1/13/2018,59,0.59
1/14/2018,53,0.53
1/15/2018,58,0.58
1/16/2018,69,0.69
1/17/2018,66,0.66
1/18/2018,58,0.58
1/19/2018,46,0.46
1/20/2018,44,0.44
1/21/2018,44,0.44
1/22/2018,48,0.48
1/23/2018,48,0.48
1/24/2018,40,0.4
1/25/2018,39,0.39
1/26/2018,40,0.4
1/27/2018,35,0.35
1/28/2018,38,0.38
1/29/2018,44,0.44
1/30/2018,41,0.41
1/31/2018,37,0.37
2/1/2018,44,0.44
2/2/2018,51,0.51
2/3/2018,36,0.36
2/4/2018,34,0.34
2/5/2018,42,0.42
2/6/2018,45,0.45
2/7/2018,31,0.31
2/8/2018,39,0.39
2/9/2018,35,0.35
2/10/2018,29,0.29
2/11/2018,25,0.25
2/12/2018,29,0.29
2/13/2018,31,0.31
2/14/2018,31,0.31
2/15/2018,31,0.31
2/16/2018,26,0.26
2/17/2018,27,0.27
2/18/2018,27,0.27
2/19/2018,36,0.36
2/20/2018,33,0.33
2/21/2018,37,0.37
2/22/2018,36,0.36
2/23/2018,28,0.28
2/24/2018,20,0.2
2/25/2018,24,0.24
2/26/2018,26,0.26
2/27/2018,25,0.25
2/28/2018,28,0.28
3/1/2018,29,0.29
3/2/2018,25,0.25
3/3/2018,22,0.22
3/4/2018,16,0.16
3/5/2018,28,0.28
3/6/2018,20,0.2
3/7/2018,28,0.28
3/8/2018,24,0.24
3/9/2018,25,0.25
3/10/2018,20,0.2
3/11/2018,21,0.21
3/12/2018,22,0.22
3/13/2018,23,0.23
3/14/2018,25,0.25
3/15/2018,27,0.27
3/16/2018,21,0.21
3/17/2018,20,0.2
3/18/2018,26,0.26
3/19/2018,25,0.25
3/20/2018,24,0.24
3/21/2018,23,0.23
3/22/2018,21,0.21
3/23/2018,19,0.19
3/24/2018,16,0.16
3/25/2018,19,0.19
3/26/2018,25,0.25
3/27/2018,23,0.23
3/28/2018,24,0.24
3/29/2018,27,0.27
3/30/2018,25,0.25
3/31/2018,19,0.19
4/1/2018,16,0.16
4/2/2018,16,0.16
4/3/2018,23,0.23
4/4/2018,22,0.22
4/5/2018,19,0.19
4/6/2018,17,0.17
4/7/2018,13,0.13
4/8/2018,14,0.14
4/9/2018,21,0.21
4/10/2018,20,0.2
4/11/2018,19,0.19
4/12/2018,20,0.2
4/13/2018,24,0.24
4/14/2018,15,0.15
4/15/2018,16,0.16
4/16/2018,20,0.2
4/17/2018,19,0.19
4/18/2018,20,0.2
4/19/2018,20,0.2
4/20/2018,22,0.22
4/21/2018,18,0.18
4/22/2018,20,0.2
4/23/2018,21,0.21
4/24/2018,27,0.27
4/25/2018,24,0.24
4/26/2018,20,0.2
4/27/2018,20,0.2
4/28/2018,19,0.19
4/29/2018,20,0.2
4/30/2018,23,0.23
5/1/2018,20,0.2
5/2/2018,25,0.25
5/3/2018,30,0.3
5/4/2018,23,0.23
5/5/2018,22,0.22
5/6/2018,23,0.23
5/7/2018,31,0.31
5/8/2018,25,0.25
5/9/2018,20,0.2
5/10/2018,18,0.18
5/11/2018,19,0.19
5/12/2018,16,0.16
5/13/2018,19,0.19
5/14/2018,24,0.24
5/15/2018,20,0.2
